date,formula,direction,entry,exit,pnl_pts,reason,gap,avg_amp
2022-04-29,01_瞬間決策_淡化,short,16555.0,16595.0,-42.0,stop,259.0,175.85
2022-05-03,01_瞬間決策_淡化,long,16487.0,16447.0,-42.0,stop,-103.0,175.1
2022-05-04,01_瞬間決策_淡化,short,16505.0,16545.0,-42.0,stop,103.0,172.45
2022-05-05,01_瞬間決策_淡化,short,16753.0,16684.0,67.0,time,286.0,169.95
2022-05-06,01_瞬間決策_淡化,long,16310.0,16270.0,-42.0,stop,-440.0,162.45
2022-05-09,01_瞬間決策_淡化,long,16156.0,16116.0,-42.0,stop,-195.0,163.95
2022-05-10,01_瞬間決策_淡化,long,15809.0,15769.0,-42.0,stop,-506.0,163.6
2022-05-11,01_瞬間決策_淡化,short,15989.0,16029.0,-42.0,stop,136.0,163.05
2022-05-12,01_瞬間決策_淡化,long,15801.0,15761.0,-42.0,stop,-166.0,164.65
2022-05-16,01_瞬間決策_淡化,short,15996.0,16036.0,-42.0,stop,313.0,167.15
2022-05-17,01_瞬間決策_淡化,long,15916.0,16025.0,107.0,time,-80.0,164.45
2022-05-18,01_瞬間決策_淡化,short,16138.0,16178.0,-42.0,stop,219.0,164.2
2022-05-19,01_瞬間決策_淡化,long,15871.0,15831.0,-42.0,stop,-313.0,164.9
2022-05-20,01_瞬間決策_淡化,short,16069.0,16109.0,-42.0,stop,167.0,164.9
2022-05-23,01_瞬間決策_淡化,short,16220.0,16260.0,-42.0,stop,221.0,165.45
2022-05-25,01_瞬間決策_淡化,long,15996.0,16060.0,62.0,time,-242.0,168.65
2022-05-26,01_瞬間決策_淡化,short,16153.0,15946.3,204.70000000000073,target,168.0,172.25
2022-05-30,01_瞬間決策_淡化,short,16400.0,16440.0,-42.0,stop,260.0,172.35
2022-05-31,01_瞬間決策_淡化,short,16492.0,16532.0,-42.0,stop,114.0,178.35
2022-06-01,01_瞬間決策_淡化,short,16647.0,16687.0,-42.0,stop,137.0,181.5
2022-06-07,01_瞬間決策_淡化,long,16520.0,16480.0,-42.0,stop,-163.0,181.5
2022-06-10,01_瞬間決策_淡化,long,16380.0,16471.0,89.0,time,-188.0,161.9
2022-06-13,01_瞬間決策_淡化,long,16115.0,16075.0,-42.0,stop,-292.0,162.7
2022-06-14,01_瞬間決策_淡化,long,15500.0,15460.0,-42.0,stop,-760.0,162.85
2022-06-15,01_瞬間決策_淡化,long,15600.0,15560.0,-42.0,stop,-227.0,163.0
2022-06-16,01_瞬間決策_淡化,long,15751.0,15711.0,-42.0,stop,-303.0,177.9
2022-06-17,01_瞬間決策_淡化,long,15196.0,15156.0,-42.0,stop,-499.0,178.8
2022-06-22,01_瞬間決策_淡化,short,15316.0,15084.28,229.71999999999935,target,154.0,193.1
2022-06-23,01_瞬間決策_淡化,long,15059.0,15019.0,-42.0,stop,-340.0,201.25
2022-06-24,01_瞬間決策_淡化,long,15006.0,14966.0,-42.0,stop,-87.0,197.6
2022-06-27,01_瞬間決策_淡化,short,15205.0,15245.0,-42.0,stop,207.0,200.3
2022-06-28,01_瞬間決策_淡化,short,15299.0,15192.0,105.0,time,90.0,201.05
2022-06-29,01_瞬間決策_淡化,long,15020.0,14980.0,-42.0,stop,-238.0,194.95
2022-06-30,01_瞬間決策_淡化,long,14931.0,14891.0,-42.0,stop,-123.0,203.55
2022-07-01,01_瞬間決策_淡化,long,14656.0,14616.0,-42.0,stop,-323.0,226.55
2022-07-04,01_瞬間決策_淡化,long,14236.0,14196.0,-42.0,stop,-441.0,231.65
2022-07-05,01_瞬間決策_淡化,short,14350.0,14390.0,-42.0,stop,90.0,248.15
2022-07-07,01_瞬間決策_淡化,long,14068.0,14028.0,-42.0,stop,-184.0,279.35
2022-07-08,01_瞬間決策_淡化,short,14390.0,14430.0,-42.0,stop,363.0,283.6
2022-07-12,01_瞬間決策_淡化,long,14157.0,14117.0,-42.0,stop,-294.0,297.15
2022-07-15,01_瞬間決策_淡化,short,14422.0,14462.0,-42.0,stop,114.0,295.15
2022-07-18,01_瞬間決策_淡化,short,14577.0,14617.0,-42.0,stop,107.0,288.45
2022-07-19,01_瞬間決策_淡化,long,14429.0,14528.0,97.0,time,-143.0,283.6
2022-07-20,01_瞬間決策_淡化,short,14717.0,14616.0,99.0,time,159.0,275.7
2022-07-21,01_瞬間決策_淡化,long,14600.0,14748.0,146.0,time,-235.0,268.55
2022-07-22,01_瞬間決策_淡化,short,14796.0,14836.0,-42.0,stop,192.0,265.55
2022-07-27,01_瞬間決策_淡化,long,14670.0,14630.0,-42.0,stop,-141.0,262.5
2022-07-28,01_瞬間決策_淡化,short,14922.0,14831.0,89.0,time,282.0,253.9
2022-08-02,01_瞬間決策_淡化,long,14767.0,14727.0,-42.0,stop,-200.0,210.35
2022-08-03,01_瞬間決策_淡化,long,14627.0,14669.0,40.0,time,-182.0,197.95
2022-08-05,01_瞬間決策_淡化,short,14780.0,14820.0,-42.0,stop,82.0,188.95
2022-08-08,01_瞬間決策_淡化,short,14937.0,14977.0,-42.0,stop,214.0,180.55
2022-08-09,01_瞬間決策_淡化,long,14894.0,14854.0,-42.0,stop,-66.0,174.6
2022-08-11,01_瞬間決策_淡化,short,15115.0,15155.0,-42.0,stop,204.0,161.75
2022-08-12,01_瞬間決策_淡化,short,15229.0,15269.0,-42.0,stop,150.0,156.75
2022-08-15,01_瞬間決策_淡化,short,15369.0,15409.0,-42.0,stop,133.0,156.3
2022-08-16,01_瞬間決策_淡化,long,15339.0,15366.0,25.0,time,-56.0,151.7
2022-08-17,01_瞬間決策_淡化,long,15335.0,15379.0,42.0,time,-75.0,146.25
2022-08-18,01_瞬間決策_淡化,long,15250.0,15315.0,63.0,time,-168.0,141.4
2022-08-22,01_瞬間決策_淡化,long,15171.0,15175.0,2.0,time,-161.0,138.65
2022-08-23,01_瞬間決策_淡化,long,15059.0,15028.0,-33.0,time,-166.0,136.1
2022-08-26,01_瞬間決策_淡化,short,15271.0,15311.0,-42.0,stop,167.0,129.3
2022-08-29,01_瞬間決策_淡化,long,14832.0,14792.0,-42.0,stop,-459.0,129.3
2022-08-30,01_瞬間決策_淡化,long,14850.0,14948.0,96.0,time,-82.0,127.7
2022-09-02,01_瞬間決策_淡化,long,14776.0,14736.0,-42.0,stop,-163.0,127.75
2022-09-05,01_瞬間決策_淡化,long,14590.0,14611.0,19.0,time,-220.0,130.7
2022-09-06,01_瞬間決策_淡化,short,14720.0,14760.0,-42.0,stop,155.0,130.85
2022-09-07,01_瞬間決策_淡化,long,14445.0,14405.0,-42.0,stop,-195.0,131.4
2022-09-08,01_瞬間決策_淡化,long,14459.0,14419.0,-42.0,stop,-81.0,134.65
2022-09-12,01_瞬間決策_淡化,short,14775.0,14815.0,-42.0,stop,286.0,133.85
2022-09-13,01_瞬間決策_淡化,short,14884.0,14924.0,-42.0,stop,290.0,132.8
2022-09-14,01_瞬間決策_淡化,long,14458.0,14625.76,165.76000000000022,target,-434.0,139.8
2022-09-15,01_瞬間決策_淡化,short,14578.0,14618.0,-42.0,stop,107.0,144.05
2022-09-16,01_瞬間決策_淡化,long,14500.0,14483.0,-19.0,time,-128.0,142.1
2022-09-21,01_瞬間決策_淡化,long,14460.0,14420.0,-42.0,stop,-63.0,144.95
2022-09-22,01_瞬間決策_淡化,long,14225.0,14185.0,-42.0,stop,-260.0,146.4
2022-09-26,01_瞬間決策_淡化,long,13916.0,13876.0,-42.0,stop,-294.0,155.75
2022-09-27,01_瞬間決策_淡化,long,13843.0,13803.0,-42.0,stop,-144.0,155.25
2022-09-29,01_瞬間決策_淡化,long,13658.0,13618.0,-42.0,stop,-133.0,161.95
2022-09-30,01_瞬間決策_淡化,long,13356.0,13316.0,-42.0,stop,-314.0,161.6
2022-10-03,01_瞬間決策_淡化,long,13248.0,13443.78,193.78000000000065,target,-76.0,163.15
2022-10-04,01_瞬間決策_淡化,short,13530.0,13570.0,-42.0,stop,224.0,161.55
2022-10-05,01_瞬間決策_淡化,short,13740.0,13780.0,-42.0,stop,264.0,158.95
2022-10-06,01_瞬間決策_淡化,short,13932.0,13869.0,61.0,time,103.0,159.9
2022-10-11,01_瞬間決策_淡化,long,13251.0,13211.0,-42.0,stop,-502.0,164.65
2022-10-12,01_瞬間決策_淡化,long,13049.0,13009.0,-42.0,stop,-362.0,167.85
2022-10-14,01_瞬間決策_淡化,short,13150.0,13190.0,-42.0,stop,99.0,173.05
2022-10-17,01_瞬間決策_淡化,long,12964.0,12924.0,-42.0,stop,-193.0,179.35
2022-10-18,01_瞬間決策_淡化,short,13141.0,13077.0,62.0,time,258.0,180.15
2022-10-20,01_瞬間決策_淡化,long,12815.0,12775.0,-42.0,stop,-264.0,193.45
2022-10-24,01_瞬間決策_淡化,short,13100.0,12882.0,216.0,time,150.0,197.5
2022-10-25,01_瞬間決策_淡化,long,12895.0,12855.0,-42.0,stop,-127.0,201.55
2022-10-26,01_瞬間決策_淡化,long,12722.0,12682.0,-42.0,stop,-186.0,203.7
2022-10-27,01_瞬間決策_淡化,short,12883.0,12923.0,-42.0,stop,69.0,190.85
2022-11-02,01_瞬間決策_淡化,short,13033.0,13073.0,-42.0,stop,127.0,184.05
2022-11-03,01_瞬間決策_淡化,long,12883.0,12958.0,73.0,time,-123.0,182.35
2022-11-07,01_瞬間決策_淡化,short,13156.0,13196.0,-42.0,stop,263.0,186.35
2022-11-08,01_瞬間決策_淡化,short,13312.0,13352.0,-42.0,stop,126.0,180.15
2022-11-09,01_瞬間決策_淡化,short,13467.0,13507.0,-42.0,stop,177.0,180.65
2022-11-10,01_瞬間決策_淡化,short,13543.0,13477.0,64.0,time,86.0,171.85
2022-11-11,01_瞬間決策_淡化,short,13965.0,14005.0,-42.0,stop,479.0,171.4
2022-11-14,01_瞬間決策_淡化,short,14159.0,14127.0,30.0,time,195.0,167.75
2022-11-15,01_瞬間決策_淡化,long,14150.0,14361.08,209.07999999999993,target,-62.0,175.9
2022-11-16,01_瞬間決策_淡化,short,14537.0,14577.0,-42.0,stop,405.0,175.0
2022-11-17,01_瞬間決策_淡化,long,14471.0,14431.0,-42.0,stop,-229.0,171.7
2022-11-18,01_瞬間決策_淡化,short,14551.0,14591.0,-42.0,stop,120.0,176.2
2022-11-22,01_瞬間決策_淡化,long,14457.0,14417.0,-42.0,stop,-76.0,161.95
2022-11-23,01_瞬間決策_淡化,short,14615.0,14600.0,13.0,time,177.0,158.45
2022-11-24,01_瞬間決策_淡化,short,14690.0,14730.0,-42.0,stop,82.0,159.8
2022-11-25,01_瞬間決策_淡化,short,14769.0,14703.0,64.0,time,104.0,156.05
2022-11-28,01_瞬間決策_淡化,long,14550.0,14510.0,-42.0,stop,-237.0,155.75
2022-11-29,01_瞬間決策_淡化,long,14470.0,14662.06,190.0599999999995,target,-159.0,160.05
2022-11-30,01_瞬間決策_淡化,short,14640.0,14680.0,-42.0,stop,220.0,166.6
2022-12-01,01_瞬間決策_淡化,short,15030.0,15070.0,-42.0,stop,414.0,169.75
2022-12-02,01_瞬間決策_淡化,long,14860.0,14886.0,24.0,time,-155.0,166.15
2022-12-07,01_瞬間決策_淡化,long,14603.0,14623.0,18.0,time,-234.0,173.05
2022-12-14,01_瞬間決策_淡化,long,14609.0,14710.0,99.0,time,-73.0,167.65
2022-12-15,01_瞬間決策_淡化,short,14658.0,14698.0,-42.0,stop,58.0,165.4
2022-12-16,01_瞬間決策_淡化,long,14440.0,14461.0,19.0,time,-176.0,160.15
2022-12-21,01_瞬間決策_淡化,long,14172.0,14132.0,-42.0,stop,-199.0,168.6
2022-12-22,01_瞬間決策_淡化,short,14311.0,14351.0,-42.0,stop,94.0,167.5
2022-12-23,01_瞬間決策_淡化,long,14168.0,14128.0,-42.0,stop,-139.0,168.35
2022-12-27,01_瞬間決策_淡化,short,14295.0,14335.0,-42.0,stop,83.0,157.05
2022-12-28,01_瞬間決策_淡化,long,14190.0,14150.0,-42.0,stop,-56.0,152.35
2022-12-29,01_瞬間決策_淡化,long,13960.0,14032.0,70.0,time,-279.0,149.45
2022-12-30,01_瞬間決策_淡化,short,14193.0,14134.0,57.0,time,206.0,147.9
2023-01-03,01_瞬間決策_淡化,long,14050.0,14010.0,-42.0,stop,-161.0,154.35
2023-01-04,01_瞬間決策_淡化,short,14205.0,14245.0,-42.0,stop,109.0,147.75
2023-01-05,01_瞬間決策_淡化,short,14324.0,14364.0,-42.0,stop,142.0,145.25
2023-01-06,01_瞬間決策_淡化,long,14278.0,14364.0,84.0,time,-52.0,143.8
2023-01-09,01_瞬間決策_淡化,short,14618.0,14658.0,-42.0,stop,381.0,145.7
2023-01-10,01_瞬間決策_淡化,short,14745.0,14785.0,-42.0,stop,158.0,142.15
2023-01-11,01_瞬間決策_淡化,short,14855.0,14792.0,61.0,time,79.0,139.5
2023-01-13,01_瞬間決策_淡化,short,15000.0,14831.04,166.95999999999913,target,143.0,140.8
2023-01-30,01_瞬間決策_淡化,short,15450.0,15490.0,-42.0,stop,526.0,128.8
2023-01-31,01_瞬間決策_淡化,short,15449.0,15289.1,157.89999999999964,target,401.0,133.25
2023-02-01,01_瞬間決策_淡化,long,15350.0,15310.0,-42.0,stop,-64.0,132.95
2023-02-02,01_瞬間決策_淡化,short,15549.0,15589.0,-42.0,stop,157.0,133.95
2023-02-03,01_瞬間決策_淡化,short,15581.0,15621.0,-42.0,stop,71.0,137.9
2023-02-06,01_瞬間決策_淡化,long,15504.0,15464.0,-42.0,stop,-110.0,137.9
2023-02-07,01_瞬間決策_淡化,long,15383.0,15396.0,11.0,time,-128.0,135.7
2023-02-08,01_瞬間決策_淡化,short,15475.0,15515.0,-42.0,stop,145.0,136.5
2023-02-09,01_瞬間決策_淡化,short,15549.0,15589.0,-42.0,stop,62.0,136.1
2023-02-10,01_瞬間決策_淡化,short,15596.0,15575.0,19.0,time,73.0,125.25
2023-02-13,01_瞬間決策_淡化,long,15510.0,15470.0,-42.0,stop,-93.0,126.55
2023-02-15,01_瞬間決策_淡化,long,15495.0,15455.0,-42.0,stop,-157.0,126.45
2023-02-16,01_瞬間決策_淡化,long,15458.0,15546.0,86.0,time,-262.0,124.45
2023-02-20,01_瞬間決策_淡化,long,15386.0,15538.16,150.15999999999985,target,-52.0,126.8
2023-02-21,01_瞬間決策_淡化,short,15486.0,15526.0,-42.0,stop,55.0,124.05
2023-02-22,01_瞬間決策_淡化,long,15353.0,15313.0,-42.0,stop,-149.0,119.8
2023-02-23,01_瞬間決策_淡化,short,15435.0,15475.0,-42.0,stop,64.0,126.55
2023-02-24,01_瞬間決策_淡化,short,15642.0,15682.0,-42.0,stop,273.0,131.2
2023-03-01,01_瞬間決策_淡化,long,15381.0,15341.0,-42.0,stop,-261.0,133.15
2023-03-02,01_瞬間決策_淡化,short,15596.0,15436.7,157.29999999999927,target,155.0,132.75
2023-03-03,01_瞬間決策_淡化,short,15612.0,15652.0,-42.0,stop,98.0,132.6
2023-03-06,01_瞬間決策_淡化,short,15730.0,15770.0,-42.0,stop,97.0,133.1
2023-03-07,01_瞬間決策_淡化,short,15786.0,15826.0,-42.0,stop,65.0,133.25
2023-03-09,01_瞬間決策_淡化,short,15855.0,15767.0,86.0,time,114.0,133.45
2023-03-10,01_瞬間決策_淡化,long,15618.0,15578.0,-42.0,stop,-248.0,134.55
2023-03-13,01_瞬間決策_淡化,long,15450.0,15410.0,-42.0,stop,-176.0,140.4
2023-03-14,01_瞬間決策_淡化,long,15330.0,15290.0,-42.0,stop,-74.0,141.7
2023-03-16,01_瞬間決策_淡化,long,15194.0,15154.0,-42.0,stop,-288.0,147.15
2023-03-17,01_瞬間決策_淡化,short,15310.0,15350.0,-42.0,stop,129.0,144.5
2023-03-20,01_瞬間決策_淡化,short,15454.0,15373.0,79.0,time,113.0,143.35
2023-03-21,01_瞬間決策_淡化,short,15464.0,15504.0,-42.0,stop,126.0,143.4
2023-03-22,01_瞬間決策_淡化,short,15589.0,15629.0,-42.0,stop,144.0,141.85
2023-03-23,01_瞬間決策_淡化,short,15695.0,15735.0,-42.0,stop,118.0,147.2
2023-03-24,01_瞬間決策_淡化,short,15878.0,15918.0,-42.0,stop,207.0,147.6
2023-03-28,01_瞬間決策_淡化,long,15814.0,15774.0,-42.0,stop,-66.0,142.25
2023-03-30,01_瞬間決策_淡化,short,15822.0,15862.0,-42.0,stop,127.0,133.75
2023-04-06,01_瞬間決策_淡化,long,15780.0,15740.0,-42.0,stop,-85.0,131.4
2023-04-07,01_瞬間決策_淡化,long,15850.0,15810.0,-42.0,stop,-69.0,127.9
2023-04-12,01_瞬間決策_淡化,short,15957.0,15926.0,29.0,time,139.0,125.9
2023-04-13,01_瞬間決策_淡化,long,15865.0,15825.0,-42.0,stop,-72.0,120.9
2023-04-19,01_瞬間決策_淡化,long,15876.0,15836.0,-42.0,stop,-87.0,117.35
2023-04-20,01_瞬間決策_淡化,long,15730.0,15690.0,-42.0,stop,-171.0,116.9
2023-04-24,01_瞬間決策_淡化,long,15545.0,15623.0,76.0,time,-213.0,118.9
2023-04-25,01_瞬間決策_淡化,short,15641.0,15491.72,147.28000000000065,target,53.0,124.4
2023-04-26,01_瞬間決策_淡化,long,15390.0,15350.0,-42.0,stop,-244.0,123.4
2023-04-28,01_瞬間決策_淡化,short,15515.0,15555.0,-42.0,stop,156.0,122.4
2023-05-02,01_瞬間決策_淡化,short,15628.0,15668.0,-42.0,stop,94.0,121.75
2023-05-03,01_瞬間決策_淡化,long,15559.0,15552.0,-9.0,time,-65.0,120.3
2023-05-04,01_瞬間決策_淡化,long,15496.0,15609.0,111.0,time,-46.0,121.5
2023-05-05,01_瞬間決策_淡化,short,15598.0,15638.0,-42.0,stop,101.0,122.9
2023-05-08,01_瞬間決策_淡化,short,15758.0,15723.0,33.0,time,183.0,122.8
2023-05-09,01_瞬間決策_淡化,long,15706.0,15666.0,-42.0,stop,-47.0,122.45
2023-05-12,01_瞬間決策_淡化,long,15450.0,15508.0,56.0,time,-191.0,127.4
2023-05-16,01_瞬間決策_淡化,short,15531.0,15571.0,-42.0,stop,81.0,127.55
2023-05-17,01_瞬間決策_淡化,short,15661.0,15701.0,-42.0,stop,72.0,135.2
2023-05-18,01_瞬間決策_淡化,short,16026.0,16066.0,-42.0,stop,320.0,134.5
2023-05-19,01_瞬間決策_淡化,short,16153.0,16129.0,22.0,time,143.0,133.35
2023-05-23,01_瞬間決策_淡化,short,16149.0,16189.0,-42.0,stop,46.0,128.4
2023-05-24,01_瞬間決策_淡化,long,16055.0,16015.0,-42.0,stop,-66.0,118.05
2023-05-25,01_瞬間決策_淡化,short,16132.0,16172.0,-42.0,stop,96.0,118.55
2023-05-26,01_瞬間決策_淡化,short,16362.0,16402.0,-42.0,stop,293.0,116.25
2023-05-29,01_瞬間決策_淡化,short,16607.0,16570.0,35.0,time,230.0,115.85
2023-05-30,01_瞬間決策_淡化,long,16550.0,16576.0,24.0,time,-57.0,114.4
2023-06-01,01_瞬間決策_淡化,long,16440.0,16470.0,28.0,time,-123.0,116.3
2023-06-02,01_瞬間決策_淡化,short,16577.0,16617.0,-42.0,stop,135.0,118.9
2023-06-05,01_瞬間決策_淡化,short,16750.0,16681.0,67.0,time,186.0,120.65
2023-06-06,01_瞬間決策_淡化,long,16687.0,16747.0,58.0,time,-75.0,121.25
2023-06-07,01_瞬間決策_淡化,short,16785.0,16825.0,-42.0,stop,86.0,122.2
2023-06-08,01_瞬間決策_淡化,short,16852.0,16703.32,146.6800000000003,target,64.0,123.9
2023-06-09,01_瞬間決策_淡化,long,16802.0,16888.0,84.0,time,-48.0,122.1
2023-06-12,01_瞬間決策_淡化,short,16954.0,16942.0,10.0,time,148.0,121.1
2023-06-13,01_瞬間決策_淡化,short,17088.0,17128.0,-42.0,stop,158.0,123.6
2023-06-14,01_瞬間決策_淡化,short,17199.0,17203.0,-6.0,time,115.0,116.25
2023-06-19,01_瞬間決策_淡化,long,17194.0,17255.0,59.0,time,-146.0,119.55
2023-06-20,01_瞬間決策_淡化,long,17021.0,16981.0,-42.0,stop,-199.0,119.85
2023-06-21,01_瞬間決策_淡化,long,16966.0,17001.0,33.0,time,-266.0,120.3
2023-06-26,01_瞬間決策_淡化,long,16851.0,16880.0,27.0,time,-311.0,119.6
2023-06-27,01_瞬間決策_淡化,long,16805.0,16765.0,-42.0,stop,-114.0,121.6
2023-06-30,01_瞬間決策_淡化,long,16718.0,16678.0,-42.0,stop,-87.0,129.6
2023-07-03,01_瞬間決策_淡化,short,16901.0,16941.0,-42.0,stop,164.0,131.85
2023-07-04,01_瞬間決策_淡化,short,17025.0,17065.0,-42.0,stop,160.0,129.9
2023-07-05,01_瞬間決策_淡化,short,17086.0,17005.0,79.0,time,67.0,130.7
2023-07-06,01_瞬間決策_淡化,long,16869.0,16829.0,-42.0,stop,-215.0,136.75
2023-07-07,01_瞬間決策_淡化,long,16566.0,16623.0,55.0,time,-335.0,138.35
2023-07-10,01_瞬間決策_淡化,short,16675.0,16715.0,-42.0,stop,96.0,137.95
2023-07-11,01_瞬間決策_淡化,short,16750.0,16790.0,-42.0,stop,79.0,139.8
2023-07-12,01_瞬間決策_淡化,short,16880.0,16920.0,-42.0,stop,176.0,141.2
2023-07-13,01_瞬間決策_淡化,short,17137.0,17177.0,-42.0,stop,224.0,141.5
2023-07-14,01_瞬間決策_淡化,short,17219.0,17259.0,-42.0,stop,125.0,144.75
2023-07-19,01_瞬間決策_淡化,long,17213.0,17173.0,-42.0,stop,-120.0,155.15
2023-07-20,01_瞬間決策_淡化,long,17020.0,17126.0,104.0,time,-251.0,155.3
2023-07-21,01_瞬間決策_淡化,long,16860.0,16820.0,-42.0,stop,-196.0,158.95
2023-07-24,01_瞬間決策_淡化,short,16947.0,16987.0,-42.0,stop,88.0,162.2
2023-07-25,01_瞬間決策_淡化,short,17091.0,17131.0,-42.0,stop,179.0,163.25
2023-07-26,01_瞬間決策_淡化,short,17206.0,17102.0,102.0,time,123.0,164.85
2023-07-27,01_瞬間決策_淡化,long,17183.0,17221.0,36.0,time,-65.0,158.0
2023-07-31,01_瞬間決策_淡化,short,17400.0,17196.3,201.70000000000073,target,246.0,169.75
2023-08-01,01_瞬間決策_淡化,long,17160.0,17120.0,-42.0,stop,-219.0,169.5
2023-08-07,01_瞬間決策_淡化,short,16859.0,16899.0,-42.0,stop,193.0,178.25
2023-08-08,01_瞬間決策_淡化,short,17020.0,16801.48,216.52000000000044,target,254.0,182.1
2023-08-09,01_瞬間決策_淡化,long,16815.0,16852.0,35.0,time,-210.0,182.85
2023-08-14,01_瞬間決策_淡化,long,16567.0,16527.0,-42.0,stop,-110.0,192.4
2023-08-15,01_瞬間決策_淡化,long,16456.0,16416.0,-42.0,stop,-106.0,192.6
2023-08-16,01_瞬間決策_淡化,long,16322.0,16282.0,-42.0,stop,-154.0,187.75
2023-08-17,01_瞬間決策_淡化,long,16261.0,16221.0,-42.0,stop,-74.0,191.05
2023-08-18,01_瞬間決策_淡化,short,16422.0,16462.0,-42.0,stop,105.0,195.5
2023-08-22,01_瞬間決策_淡化,short,16495.0,16401.0,92.0,time,123.0,193.0
2023-08-24,01_瞬間決策_淡化,short,16788.0,16759.0,27.0,time,414.0,192.15
2023-08-25,01_瞬間決策_淡化,long,16549.0,16509.0,-42.0,stop,-213.0,195.95
2023-08-28,01_瞬間決策_淡化,long,16468.0,16490.0,20.0,time,-75.0,192.1
2023-08-29,01_瞬間決策_淡化,short,16578.0,16618.0,-42.0,stop,115.0,182.7
2023-08-30,01_瞬間決策_淡化,short,16738.0,16778.0,-42.0,stop,165.0,180.45
2023-09-01,01_瞬間決策_淡化,long,16608.0,16651.0,41.0,time,-121.0,168.05
2023-09-04,01_瞬間決策_淡化,short,16646.0,16686.0,-42.0,stop,82.0,167.25
2023-09-05,01_瞬間決策_淡化,short,16736.0,16754.0,-20.0,time,119.0,156.7
2023-09-07,01_瞬間決策_淡化,long,16604.0,16564.0,-42.0,stop,-144.0,148.25
2023-09-08,01_瞬間決策_淡化,long,16490.0,16563.0,71.0,time,-119.0,144.85
2023-09-12,01_瞬間決策_淡化,long,16459.0,16419.0,-42.0,stop,-111.0,145.1
2023-09-13,01_瞬間決策_淡化,short,16570.0,16610.0,-42.0,stop,79.0,145.0
2023-09-14,01_瞬間決策_淡化,short,16676.0,16716.0,-42.0,stop,129.0,138.95
2023-09-15,01_瞬間決策_淡化,short,16848.0,16888.0,-42.0,stop,205.0,133.4
2023-09-18,01_瞬間決策_淡化,long,16757.0,16717.0,-42.0,stop,-72.0,130.75
2023-09-20,01_瞬間決策_淡化,long,16620.0,16580.0,-42.0,stop,-109.0,129.25
2023-09-21,01_瞬間決策_淡化,long,16479.0,16439.0,-42.0,stop,-132.0,133.0
2023-09-22,01_瞬間決策_淡化,long,16200.0,16345.0,143.0,time,-320.0,132.8
2023-09-25,01_瞬間決策_淡化,short,16352.0,16392.0,-42.0,stop,128.0,136.0
2023-09-26,01_瞬間決策_淡化,short,16400.0,16308.0,90.0,time,50.0,133.8
