formula,tf,gap_mult,sl,tp,trades,total_pnl,avg_pnl,win_rate,pf,max_dd,tp_rate,stop_rate,score
01,30min,0.5,100,400,126,1682.7700000000004,13.355317460317464,0.4444444444444444,1.286698799039777,-1707.4199999999983,0.023809523809523808,0.38095238095238093,886.3997598079567
01,5min,0.7,40,480,92,1246.0300000000025,13.543804347826114,0.25,1.4486301986383006,-911.4400000000023,0.010869565217391304,0.717391304347826,880.0360397276614
01,5min,0.5,50,480,126,1205.21000000001,9.56515873015881,0.30158730158730157,1.277184025022714,-764.1800000000003,0.015873015873015872,0.6507936507936508,878.5568050045526
01,5min,0.7,80,400,92,1219.520000000004,13.255652173913088,0.40217391304347827,1.306322010866154,-829.2000000000044,0.03260869565217391,0.5108695652173914,866.1844021732327
01,30min,0.7,50,120,92,993.560000000005,10.799565217391358,0.3804347826086957,1.3524924875916675,-416.0,0.32608695652173914,0.5652173913043478,856.0584975183384
01,5min,0.7,100,400,92,1193.7300000000032,12.975326086956557,0.45652173913043476,1.27410121995743,-802.8800000000047,0.03260869565217391,0.43478260869565216,847.1102439914869
01,30min,0.2,120,200,230,1832.8400000000074,7.968869565217424,0.46956521739130436,1.1681688184306365,-2043.8499999999876,0.14347826086956522,0.2956521739130435,844.5487636861409
01,5min,0.7,30,250,92,1062.8199999999997,11.552391304347823,0.20652173913043478,1.461229343146785,-624.3899999999994,0.07608695652173914,0.782608695652174,842.870868629357
01,30min,0.35,40,100,176,1088.930000000004,6.187102272727295,0.36363636363636365,1.2340471262366726,-588.0,0.3125,0.6193181818181818,841.7394252473384
01,30min,0.7,80,150,92,1234.170000000002,13.414891304347847,0.44565217391304346,1.3316475561156904,-931.5499999999993,0.2608695652173913,0.43478260869565216,834.7245112231403
01,30min,0.3,120,150,192,1711.0100000000093,8.911510416666715,0.4895833333333333,1.1901280662277423,-1834.1099999999897,0.28125,0.3020833333333333,831.980613245563
01,30min,0.5,100,480,126,1626.0900000000001,12.905476190476191,0.4444444444444444,1.277042049793252,-1707.4199999999983,0.007936507936507936,0.38095238095238093,827.7884099586514
01,30min,0.7,120,300,92,1276.8499999999985,13.87880434782607,0.45652173913043476,1.299671660216436,-1042.3699999999953,0.043478260869565216,0.2608695652173913,815.5993320432881
01,5min,0.5,50,400,126,1131.7800000000097,8.98238095238103,0.30158730158730157,1.2602959947562726,-764.1800000000003,0.023809523809523808,0.6507936507936508,801.7491989512641
01,30min,0.7,30,80,92,813.2900000000045,8.840108695652223,0.3804347826086957,1.4500152164891436,-232.0,0.34782608695652173,0.6086956521739131,787.2930432978333
01,30min,0.2,50,100,230,1110.7400000000052,4.82930434782611,0.4,1.1596202706275947,-713.3899999999994,0.33043478260869563,0.5652173913043478,785.9690541255245
01,5min,0.5,30,400,126,1019.619999999999,8.092222222222214,0.19047619047619047,1.3154452529452527,-617.2900000000009,0.015873015873015872,0.8015873015873016,774.0640505890491
01,5min,0.5,40,300,126,1009.0800000000054,8.008571428571472,0.24603174603174602,1.2607839438053878,-584.1800000000003,0.05555555555555555,0.7301587301587301,769.1467887610828
01,5min,0.5,30,480,126,1013.0499999999993,8.04007936507936,0.19047619047619047,1.313412657162657,-617.2900000000009,0.007936507936507936,0.8015873015873016,767.0875314325302
